GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C02_001E,S1901_C02_001M,S1901_C03_001E,S1901_C03_001M,S1901_C04_001E,S1901_C04_001M,S1901_C01_002E,S1901_C01_002M,S1901_C02_002E,S1901_C02_002M,S1901_C03_002E,S1901_C03_002M,S1901_C04_002E,S1901_C04_002M,S1901_C01_003E,S1901_C01_003M,S1901_C02_003E,S1901_C02_003M,S1901_C03_003E,S1901_C03_003M,S1901_C04_003E,S1901_C04_003M,S1901_C01_004E,S1901_C01_004M,S1901_C02_004E,S1901_C02_004M,S1901_C03_004E,S1901_C03_004M,S1901_C04_004E,S1901_C04_004M,S1901_C01_005E,S1901_C01_005M,S1901_C02_005E,S1901_C02_005M,S1901_C03_005E,S1901_C03_005M,S1901_C04_005E,S1901_C04_005M,S1901_C01_006E,S1901_C01_006M,S1901_C02_006E,S1901_C02_006M,S1901_C03_006E,S1901_C03_006M,S1901_C04_006E,S1901_C04_006M,S1901_C01_007E,S1901_C01_007M,S1901_C02_007E,S1901_C02_007M,S1901_C03_007E,S1901_C03_007M,S1901_C04_007E,S1901_C04_007M,S1901_C01_008E,S1901_C01_008M,S1901_C02_008E,S1901_C02_008M,S1901_C03_008E,S1901_C03_008M,S1901_C04_008E,S1901_C04_008M,S1901_C01_009E,S1901_C01_009M,S1901_C02_009E,S1901_C02_009M,S1901_C03_009E,S1901_C03_009M,S1901_C04_009E,S1901_C04_009M,S1901_C01_010E,S1901_C01_010M,S1901_C02_010E,S1901_C02_010M,S1901_C03_010E,S1901_C03_010M,S1901_C04_010E,S1901_C04_010M,S1901_C01_011E,S1901_C01_011M,S1901_C02_011E,S1901_C02_011M,S1901_C03_011E,S1901_C03_011M,S1901_C04_011E,S1901_C04_011M,S1901_C01_012E,S1901_C01_012M,S1901_C02_012E,S1901_C02_012M,S1901_C03_012E,S1901_C03_012M,S1901_C04_012E,S1901_C04_012M,S1901_C01_013E,S1901_C01_013M,S1901_C02_013E,S1901_C02_013M,S1901_C03_013E,S1901_C03_013M,S1901_C04_013E,S1901_C04_013M,S1901_C01_014E,S1901_C01_014M,S1901_C02_014E,S1901_C02_014M,S1901_C03_014E,S1901_C03_014M,S1901_C04_014E,S1901_C04_014M,S1901_C01_015E,S1901_C01_015M,S1901_C02_015E,S1901_C02_015M,S1901_C03_015E,S1901_C03_015M,S1901_C04_015E,S1901_C04_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_016E,S1901_C02_016M,S1901_C03_016E,S1901_C03_016M,S1901_C04_016E,S1901_C04_016M
310M400US21020,"Elizabeth City, NC Micro Area",26417,1373,18605,1636,N,N,7812,1499,8,2.6,4,2,N,N,17.6,7.3,4.8,2.3,2.4,1.7,N,N,11.8,6.6,13.5,3.5,9,3.8,N,N,22.9,8.2,11,3.2,10.9,3.9,N,N,12.3,6,12.1,3.6,10,3.4,N,N,17.9,8.3,16.6,3.8,20.8,4.8,N,N,6.6,4.6,13.5,3.2,15.5,4.6,N,N,9.6,6.5,15.6,4,20.7,5.9,N,N,0.3,0.7,2.6,1.4,3.7,2,N,N,0,2.3,2.2,1.6,2.7,2.1,N,N,0.9,1.6,50391,3526,65238,5105,80035,8084,24328,3595,61810,4635,72786,5578,N,N,33537,6845,33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
310M400US23420,"Fresno, CA Metro Area",309519,2529,220824,3785,143430,4633,88695,3201,6.7,0.8,5.7,0.9,2.4,0.6,12.7,1.9,5.6,0.7,3.6,0.8,2.3,0.7,11.5,1.7,11.6,0.9,9.3,0.9,5.7,0.9,18.3,2.1,10.3,0.9,10.3,0.9,8.5,1.1,12,1.8,13.4,1.1,13.9,1.3,12.3,1.5,12,1.8,17.4,1,17.5,1.2,17.5,1.5,15.3,2.2,11.7,1,12.4,1.1,15,1.5,9.1,1.7,13.5,0.9,15.4,1.1,19.8,1.6,6.6,1.4,5.2,0.6,6.1,0.8,8.4,1.1,1.6,0.6,4.5,0.6,5.8,0.9,8.2,1.2,1,0.5,52629,2017,60114,2221,76579,2834,31045,1267,72519,1762,81012,2516,97010,3393,44684,2147,41.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.9,(X)
310M400US24940,"Greenwood, SC Micro Area",37799,1444,25301,1835,N,N,12498,1629,10.4,2.7,8.1,3.1,N,N,16.1,5.4,8.3,2.6,3.3,1.6,N,N,19.2,5.9,9.4,2.4,5.3,1.8,N,N,18,5.8,12.3,2.6,13.1,3.6,N,N,10.1,4.3,16.7,3.1,15.7,3.6,N,N,17.6,6.2,18,3.3,22.6,4.3,N,N,8.6,4.1,9.9,2.6,12.7,3.5,N,N,3.9,2.2,9.4,2.8,13.4,4.1,N,N,1.2,1.1,3,1.4,3,1.5,N,N,2.9,3.2,2.7,1.2,2.8,1.6,N,N,2.4,2.3,41959,3975,55832,4843,69990,5996,23601,3659,62175,6363,70410,9151,N,N,44802,15689,35.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.3,(X)
310M400US25540,"Hartford-West Hartford-East Hartford, CT Metro Area",470651,4300,301243,6099,217947,6316,169408,5801,5.2,0.5,2.1,0.4,0.6,0.3,11.4,1.1,3.8,0.4,2,0.4,0.8,0.2,7.5,1,7.5,0.7,4.9,0.6,1.8,0.4,12.7,1.5,7.3,0.7,5.8,0.8,3.8,0.7,10.5,1.3,9.8,0.7,8.3,0.9,5.8,0.7,13.5,1.5,14.7,0.8,13.5,1,12.4,1.2,16.2,1.4,12.7,0.8,12.8,0.9,13.1,1.1,11.7,1.3,18.5,0.8,22.6,1.1,26,1.4,9.8,1.2,9.4,0.7,12.9,0.9,16.1,1.2,2.9,0.6,11,0.7,14.9,1.1,19.5,1.4,3.7,0.7,77258,1656,100526,1785,119810,3054,42242,1828,104166,1893,125230,2819,147109,3797,62957,3265,34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X)
310M400US25620,"Hattiesburg, MS Metro Area",54084,1929,31769,2538,N,N,22315,2301,11.7,2.7,6.2,2.5,N,N,19.7,5.5,5.2,1.9,3,1.7,N,N,8.3,3.6,13.5,3.2,11.1,3.8,N,N,18.1,5.2,8.3,2.3,7,2.6,N,N,9.3,3.9,16.8,3.7,16.7,4.7,N,N,17.2,5.1,17.8,3.6,17.5,4.2,N,N,17.1,5.9,10.2,2.4,14.5,3.6,N,N,4,2.4,10.4,2,14.8,3.2,N,N,4.3,2.6,3.7,1.4,5.5,2.2,N,N,1.4,1.3,2.5,1.1,3.7,1.8,N,N,0.6,0.9,45249,3448,56297,4975,77401,11260,26918,7450,63976,6233,78416,9005,N,N,42808,10325,35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X)
310M400US27140,"Jackson, MS Metro Area",210166,3534,139304,3751,92096,3827,70862,3835,6.2,0.7,3.2,0.8,1.4,0.7,12,1.9,4.8,0.8,3,0.8,0.8,0.5,9.5,2.1,11.5,1.2,7.9,1.3,2.3,0.7,19.7,2.5,10,1.2,8.8,1.4,5.2,1.2,12.9,2.3,13.3,1.5,12.1,1.6,9.9,1.8,14.9,2.7,18.9,1.4,20,1.9,20.3,2.4,16.5,2.7,13.6,1.5,16.8,1.9,20.1,2.5,6.6,1.7,11.9,1.2,15.6,1.7,21.6,2.3,4.2,1.5,5.2,0.9,6.8,1.3,10,1.8,1.2,0.6,4.7,0.6,5.8,0.8,8.4,1.3,2.3,0.8,55700,2558,68077,3464,88106,3583,31234,2199,73824,2820,86379,3667,107187,5100,46526,3897,34.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X)
310M400US27600,"Jefferson, GA Micro Area",23640,877,19138,1213,N,N,4502,980,1.3,0.8,0.9,0.8,N,N,3.4,3.4,1.8,1.3,0,1.1,N,N,9.3,6.5,8.7,2.9,8.8,3.5,N,N,11.3,6.5,8.5,2.5,7.2,2.9,N,N,12.6,6.2,8.8,2.5,7.5,2.7,N,N,14.3,6,23.2,4.5,20.5,4.3,N,N,34.2,11.7,11.5,3.1,12.5,3.4,N,N,8.3,6.1,23.6,5.2,27.5,5.9,N,N,5.2,5.9,8.7,3.3,10.2,4,N,N,1,1.7,4,2,4.9,2.5,N,N,0.3,0.6,73150,6737,82363,10864,92433,12581,47257,14243,85599,5749,92861,6365,N,N,51153,7247,36.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.1,(X)
310M400US29940,"Lawrence, KS Metro Area",48907,1134,26355,1553,N,N,22552,1809,8.5,2.9,3.9,2.5,N,N,15.6,5.7,4.6,2,1.8,1.8,N,N,7.9,3.8,10,2.6,5.2,2.9,N,N,17.5,4.5,8.7,2.3,4.3,2.1,N,N,14,4.2,12.7,2.7,10.2,3.4,N,N,11.9,4.1,18.8,3.5,20.7,4.9,N,N,17.7,5.1,10.6,2.5,15.3,4.2,N,N,4.7,2.2,15.8,2.6,22.2,4,N,N,8.6,3,6,1.4,9.3,2.3,N,N,1.2,1.2,4.4,1.3,7.3,2.3,N,N,0.8,1,54668,8815,80818,6315,94028,9249,30630,3471,74530,4789,99648,8229,N,N,42196,4297,24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),21,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28,(X)
310M400US32780,"Medford, OR Metro Area",89787,1615,57462,3281,N,N,32325,2883,6.7,1.6,4.5,1.7,N,N,12,3.3,2.9,0.8,1.1,0.9,N,N,7.5,2.1,11.2,2.3,7.7,2.3,N,N,17.5,3.7,10.3,1.9,7.5,1.8,N,N,15.9,4.2,13.7,2.3,14.1,2.6,N,N,16,4.6,19.5,2.2,18.9,3,N,N,18,3.1,14.3,2.3,18,3.1,N,N,5.3,2.2,13,2.1,16.9,2.8,N,N,5.1,2.2,3.9,1.1,5.6,1.7,N,N,0.5,0.4,4.5,1.1,5.7,1.4,N,N,2.2,1.6,56546,3735,69891,6224,77707,5650,32673,3393,75097,4983,89762,6965,N,N,43982,3889,30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.2,(X)
310M400US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",634398,3752,392183,6133,282117,5114,242215,5733,6.2,0.4,3.4,0.5,1.2,0.3,11.7,0.8,4.7,0.4,2.2,0.4,1,0.3,9.3,0.9,8.9,0.6,6,0.6,2.7,0.4,14.3,1.1,9.1,0.6,7.4,0.6,4.7,0.6,12.5,1.1,13.1,0.7,10.6,0.8,8,0.8,17.6,1.3,17.2,0.6,17.2,0.9,16.2,1,16.4,1,12.4,0.6,14.1,0.8,15.9,1,8.8,0.8,15.5,0.6,20.6,1,25.6,1.2,6.4,0.7,6.4,0.4,9.3,0.5,12.2,0.8,1.5,0.3,6.4,0.4,9.3,0.6,12.4,0.8,1.5,0.3,60643,844,80728,1403,100241,1730,36527,1008,84831,1622,105320,2182,125739,2644,48756,1502,33,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X)
310M400US37020,"Owosso, MI Micro Area",28218,620,19116,1073,N,N,9102,998,4.2,1.5,3.2,1.8,N,N,9.8,3.5,3.8,1.4,1.5,1,N,N,8.1,3.5,8.3,2.4,5.7,2.8,N,N,15.8,4.5,11.6,2.4,9.3,3,N,N,18.7,5.3,18.5,3,15.6,3,N,N,20.4,5.3,21.9,3,22.3,3.3,N,N,19.1,5.3,13.1,2.7,16.2,3.6,N,N,5.5,3.6,11.8,2.4,16.4,3.5,N,N,1.7,1.4,4.2,1.6,5.8,2.3,N,N,0.7,0.9,2.7,1.1,3.9,1.6,N,N,0.2,0.3,54456,5400,64974,5374,76454,5825,33756,3556,70227,4907,83464,7238,N,N,38720,3345,28.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.4,(X)
310M400US38220,"Pine Bluff, AR Metro Area",32467,1581,19480,1719,N,N,12987,1642,10.3,2.7,5.8,2.8,N,N,17.7,4.7,7.2,2.3,5,2.5,N,N,11,4.5,18,3.4,15,4.6,N,N,23.9,6.5,12,2.9,8.4,3.1,N,N,16.4,5.2,11.5,2.7,11.3,2.9,N,N,11.8,5.3,15.8,2.9,17.6,4,N,N,12.4,4.2,12.1,2.9,17.2,3.8,N,N,5,3.6,8.7,2.4,13.4,3.3,N,N,0.7,1,2.4,1.2,3.9,2,N,N,0.1,0.2,1.9,1.1,2.4,1.6,N,N,1,1.4,37314,6011,57515,7780,71272,9035,23380,3735,54443,4908,68902,7450,N,N,30942,3817,45.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),44.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),46,(X)
310M400US43740,"Somerset, PA Micro Area",28796,1255,20003,1319,N,N,8793,1003,5.1,1.4,2.8,1.4,N,N,11.8,3.9,3.9,1.1,1.6,0.7,N,N,9.7,3.3,11.7,2,6.3,1.9,N,N,23.3,4.8,13.7,2.7,10.4,2.9,N,N,21.6,6.8,13.8,2.6,16,3.7,N,N,12.4,3.8,20.5,2.9,23.2,4,N,N,10.7,4,15.1,2.3,19.5,3.3,N,N,4.9,2.4,10.9,1.9,14,2.8,N,N,2.2,1.2,2.6,1.2,3.3,1.6,N,N,1.1,1,2.7,0.7,2.8,0.9,N,N,2.4,1.1,50988,2164,61160,4098,70456,5388,28103,2787,67581,4821,73522,5079,N,N,50789,10309,26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27,(X)
310M400US10420,"Akron, OH Metro Area",287044,3426,173931,3663,126155,3877,113113,4333,5.8,0.8,3.1,0.7,0.9,0.3,10.8,1.6,4.3,0.8,1.7,0.6,0.5,0.3,8.5,1.7,10.2,1,5.4,0.9,2.6,0.6,18,1.9,8.9,0.9,7.5,1.2,4.4,0.9,12.7,1.6,12.7,1.1,10.5,1.1,9.3,1.2,16.1,1.9,17.7,1.1,18.3,1.4,18.3,1.6,16.4,1.7,14,1,15.8,1.2,17.3,1.5,9.7,1.6,15.3,0.9,21.2,1.2,25.2,1.6,6,1.2,6,0.7,9,1,11.7,1.4,0.7,0.3,5,0.5,7.4,0.9,9.8,1.2,1,0.3,60019,1949,79692,2266,94742,2713,34936,3088,79792,2215,100288,3112,117399,4219,45416,2009,29.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.5,(X)
310M400US14020,"Bloomington, IN Metro Area",65571,1635,35131,1784,N,N,30440,2119,9.6,2.3,5,2.1,N,N,15.8,3.8,5.8,1.4,3.9,2,N,N,8.3,2.3,12.5,2.5,7.4,2.6,N,N,18.1,4.5,10.2,2.2,7.7,2.3,N,N,13.1,4,14,2.1,12,2.8,N,N,15.8,3.2,17.3,2.5,17.5,3.7,N,N,16.9,3.5,12.5,2.3,16.5,3.7,N,N,8,2.6,11.2,2,19,3.6,N,N,1.6,0.9,4.3,1.3,6.7,2.1,N,N,1.6,1.2,2.6,0.8,4.2,1.4,N,N,0.8,1,47335,3508,70343,5898,83786,5920,30337,2852,62704,3238,81771,5434,N,N,39634,3719,30,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.5,(X)
310M400US16060,"Carbondale-Marion, IL Metro Area",51205,1596,28826,2344,20225,1685,22379,2046,9.2,2,4.1,2,2,1.6,16.2,3.5,8.3,2.2,3,1.7,2.7,1.9,15.2,4.3,14.4,2.5,12.2,2.9,4.8,2.2,18,3.9,11.5,1.8,10.7,2.4,7.7,2.2,13.5,3.3,14.9,2.4,12.9,3.2,12.7,3.4,16.4,3.6,15.5,2.1,19.6,3.4,20.3,4.2,10.1,2.6,9.7,1.6,13.7,2.7,17.8,3.5,3.9,1.7,10.2,2,14.3,2.9,19.5,3.7,4.5,2.6,3.9,1.1,6,1.9,7.5,2.5,1.1,1,2.5,0.9,3.5,1.4,5,2,1.2,1.1,42716,2124,54527,4585,74709,4337,25442,3103,59076,4274,74951,6611,N,N,37383,5116,38.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.7,(X)
310M400US22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",205278,2579,141288,4003,108860,3611,63990,3987,5.5,1,2.9,0.9,1.1,0.5,11.8,2.5,4.6,0.8,2.9,0.8,0.7,0.3,8.6,1.9,9.1,1,6.6,1.2,4.1,0.9,16.4,2.3,9.5,1.1,7.8,1.2,5.5,1.1,14.4,2.2,14.6,1.4,13.8,1.6,12.4,1.7,16.7,2.7,18.8,1.3,18.9,1.6,19.4,1.9,16.5,2.9,12.8,1.2,14.9,1.6,17.8,1.9,6.9,1.7,13.3,1.1,16.8,1.3,19.7,1.7,5.3,1.6,5.6,0.8,7.1,1.1,9.1,1.4,2,0.8,6.2,0.8,8.3,1.1,10.2,1.3,1.5,0.7,57911,2247,70002,2957,83183,2368,33987,3090,83103,3202,97632,4220,112189,4869,48186,3718,30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.5,(X)
310M400US24780,"Greenville, NC Metro Area",69288,2143,38161,2407,N,N,31127,2478,11.4,2.6,5.5,2.3,N,N,18.9,4.7,6.1,2,3.5,2.1,N,N,9.6,3.5,10.9,2.1,10.6,3.7,N,N,14.2,3.7,11.2,2.5,7.6,2.4,N,N,15,4.4,16.5,2.8,16.4,3,N,N,16.8,4.6,16.6,2.6,18.7,3.9,N,N,13.5,3.8,10.5,2,12.2,2.7,N,N,7,2.7,10.2,2.1,14.9,3.4,N,N,3.8,2.3,4.8,1.3,8.1,2.3,N,N,0.6,0.6,1.7,0.7,2.4,1.1,N,N,0.6,0.6,42481,2030,56857,4059,80305,8081,29497,5159,59322,3855,74858,6352,N,N,37781,3857,52.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),53.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),50.6,(X)
310M400US25840,"Hermiston-Pendleton, OR Micro Area",29590,1440,19894,1609,N,N,9696,1306,6.6,2.3,4.9,2.8,N,N,12.9,5,6,2.5,3.7,2.4,N,N,11.1,5,10.5,2.4,8.6,3.6,N,N,15.1,4.8,8.9,1.9,10.6,3.3,N,N,9.5,4.3,13.7,2.8,8.7,2.6,N,N,21.9,6.7,19.2,3.2,22.3,4.8,N,N,10.8,4.5,15.5,3.4,18.6,4.3,N,N,5.6,2.9,10.9,3,11.9,3.9,N,N,11.3,5.6,6.1,2.3,6.9,2.5,N,N,1.8,1.6,2.5,1.2,3.8,1.8,N,N,0,1.8,56211,6496,65892,6377,75395,7755,35922,6236,67802,5141,76608,6935,N,N,44981,6011,35.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31,(X)
310M400US26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",2359266,11530,1667613,16918,1196475,13202,691653,13485,5.8,0.3,4.3,0.4,1.7,0.3,11.5,0.8,3.6,0.2,2.4,0.3,1.4,0.2,6.8,0.6,8.5,0.4,7.1,0.4,4.6,0.4,12.4,0.8,8.7,0.3,7.9,0.4,5.8,0.4,11.3,0.7,11.9,0.4,10.9,0.5,9.3,0.5,14.1,0.8,17.2,0.5,16.4,0.6,15.5,0.7,18.7,0.9,12.2,0.4,12.7,0.6,13.6,0.6,9.9,0.7,15.3,0.5,17.4,0.6,20.8,0.8,8.9,0.7,7.4,0.3,9.2,0.4,11.9,0.5,2.7,0.4,9.4,0.4,11.6,0.5,15.3,0.7,3.7,0.4,65394,823,76360,1161,95884,1808,42431,1033,94227,1128,106479,1483,126214,2080,59918,1441,36.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.3,(X)
310M400US31700,"Manchester-Nashua, NH Metro Area",161649,2405,104043,3556,81919,3275,57606,3343,4,0.7,2.3,0.8,1,0.7,7.5,1.6,2.3,0.7,0.8,0.5,0.8,0.5,5,1.6,7.3,1.1,4.2,1,1.9,0.8,13.6,2.4,8.2,1.2,5.2,1.4,3.3,1.1,14.4,2.6,10,1,8.4,1.4,6.2,1.2,14.5,1.9,15,1.7,14.4,2,13.6,2.2,17.2,3.1,14.9,1.5,16,1.8,16.6,2.3,12,2.5,18.6,1.7,21.8,2.3,24.6,2.7,10.6,2,8.7,0.9,11.8,1.3,14,1.5,2.8,0.9,10.9,1.2,15.1,1.8,17.9,2.1,2.4,1.1,78978,2930,97488,4070,109860,4829,43448,4349,102956,3549,124276,5296,138742,6119,59144,3616,28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X)
310M400US31740,"Manhattan, KS Metro Area",35912,1446,19670,1430,N,N,16242,1397,7.8,2.5,4,3,N,N,12.5,4.1,3.6,1.4,3,1.9,N,N,4.4,2.4,14.4,3.1,6.3,2.7,N,N,25.3,6,10.3,2.2,7.9,2.8,N,N,13.8,3.9,14.6,3.1,13.9,4.3,N,N,14.9,5,16,2.9,16,3.6,N,N,15.3,5,13.3,3,19,4.3,N,N,6.3,3,11.2,2.6,15,3.6,N,N,6.5,3.6,5.1,1.8,9,3.3,N,N,0.2,0.3,3.6,1.7,5.9,3,N,N,0.8,1,49200,4055,74014,5044,88686,5740,30040,4763,67546,4899,89212,9073,N,N,40118,4159,28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X)
310M400US32300,"Martinsville, VA Micro Area",26919,1478,14566,1583,N,N,12353,1341,14.3,4.2,10.8,5.9,N,N,20.4,6,10,2.8,6.2,3.1,N,N,14.5,5.2,13.4,2.6,8,3.3,N,N,19.5,4.5,17.5,3.8,16.2,4.7,N,N,19.7,6.5,15.8,3.7,14,3.9,N,N,17.3,6.9,13.1,3.1,19.9,4.6,N,N,4.2,2.5,8.2,2.4,12.4,3.6,N,N,2.7,2.3,5.8,2.1,9,4,N,N,1.7,2.5,0.7,0.5,1.3,1,N,N,0,1.4,1.1,1.1,2.1,2,N,N,0,1.4,30040,3216,44116,8907,58376,11677,23561,2805,42592,4354,55010,7868,N,N,26475,3702,46.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),47.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),46.2,(X)
310M400US35420,"New Philadelphia-Dover, OH Micro Area",36740,1304,23757,1355,N,N,12983,1625,3.5,1.5,1.9,1.2,N,N,7.4,3.8,5.9,1.9,2.8,1.9,N,N,11.5,4.4,12.4,2.6,6.1,2.8,N,N,26.6,6,10.7,2.5,10.1,3.7,N,N,12.8,4.6,17.8,3.1,18.6,4.1,N,N,15.3,4.6,16.2,2.6,16.6,3.2,N,N,14.9,5.3,12.6,2.6,14.2,3,N,N,6.9,3.6,12.3,2.6,17.1,3.7,N,N,3.5,2,5.3,2,7.9,3,N,N,1,1.3,3.2,1.3,4.8,2.1,N,N,0.1,0.1,49658,4208,65071,9615,76567,6137,28524,6485,66384,4461,80914,5715,N,N,37152,3494,30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X)
310M400US36020,"Oak Harbor, WA Micro Area",34572,1556,24156,1640,N,N,10416,1344,5.2,1.7,1.5,1.1,N,N,15.3,5.2,1.9,0.8,0.9,0.8,N,N,3.6,2,6.7,2.1,4.5,1.9,N,N,12.1,5.6,7.8,2.2,4.9,1.9,N,N,15,5.5,13.7,2.6,11.5,2.7,N,N,18.6,5.6,22,4,25.7,5.1,N,N,14.4,4.4,14,3.1,15,3.9,N,N,10.9,4.1,16,2.9,20.3,3.8,N,N,6.7,3.3,5.8,2,6.5,2.6,N,N,1.8,1.7,6.9,1.8,9.2,2.5,N,N,1.6,1.8,64793,5553,77438,7035,81840,8479,37418,8572,87194,5784,102273,7932,N,N,48846,6538,32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.1,(X)
310M400US36260,"Ogden-Clearfield, UT Metro Area",211332,2705,163594,3867,133774,3514,47738,2827,3.6,0.6,1.8,0.5,0.9,0.4,10.1,2.2,1.9,0.4,1.4,0.5,0.7,0.3,4.3,1.4,5.3,0.8,3.4,0.7,1.7,0.5,13.5,2.6,7,0.8,5.6,0.9,3.8,0.8,12.8,2.6,12.1,1,9.9,1.1,8.3,1,19.8,3.2,18.6,1.3,19.1,1.5,18.6,1.5,18.6,3,17.6,1.4,18.7,1.7,20.2,1.9,11.1,2,21.2,1.3,24.8,1.5,28.2,1.6,7.6,2.2,7.6,0.8,9,0.9,10.4,1.1,1.1,0.6,5.2,0.7,6.3,0.8,7.4,1,0.9,0.6,76653,1696,85557,2325,94351,2273,40852,2622,89770,2574,99520,2819,108724,3228,50752,3819,29.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X)
310M400US36860,"Ottawa-Peru, IL Micro Area",60404,1433,38796,2030,28633,1761,21608,1838,5.4,1.4,3,1.1,0.9,0.5,10.7,3.2,5,1.5,5.1,2.1,3.5,2.4,5.5,2,11.8,2,7.7,2,3.2,1.2,20.9,3.8,10.5,1.6,7.4,1.8,6.3,2,15.5,3.6,14.7,1.7,13.1,2,11.9,2.1,17.3,3.1,19.1,2.4,19.4,2.6,18.5,2.7,17.5,3.9,11.9,1.7,13.9,2.1,17.1,2.7,7.3,2.2,13,2,18.5,3.1,24.2,3.9,2.6,1.4,5,1,7,1.5,9,1.9,1.2,0.8,3.7,0.9,4.8,1.4,5.4,1.6,1.4,1,52572,4389,66645,2497,83560,5227,32675,3606,72017,4147,86512,6328,N,N,42960,3493,30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.7,(X)
310M400US40740,"Roswell, NM Micro Area",22616,1260,15991,1532,N,N,6625,1166,5.2,2.7,3,2,N,N,12.6,7.8,9.6,2.9,7.5,4,N,N,15.5,8.2,14.1,4.5,11.6,4,N,N,24.5,10.7,10.5,3.3,10.4,3.9,N,N,11.2,6,14.8,4.2,16.1,5.4,N,N,11.2,6,19.5,4.5,20.4,4.8,N,N,12.5,7.1,12.2,3.7,12.8,4.5,N,N,8.2,5.5,9.3,3,12.2,4,N,N,1.8,2.3,2.4,1.6,2.6,1.9,N,N,2.1,2.8,2.5,1.6,3.3,2.2,N,N,0.5,0.8,43941,5849,51155,7752,60037,5365,24369,3212,57336,4707,63827,5475,N,N,37423,6001,35.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.9,(X)
